Year,Decade,Team,TeamFull,PlayerOrder
1986,1980s,Cavs,Cleveland Cavaliers,Ennis Whatley|Ron Anderson|Ben McDonald|Ron Brewer|Dirk Minniefield|Lonnie Shelton|Johnny Davis|Mark West|Ben Poquette|Edgar Jones|Eddie Johnson|Keith Lee|Phil Hubbard|Melvin Turpin|John Bagley|World B. Free|Roy Hinson
1986,1980s,Pacers,Indiana Pacers,Stuart Gray|Dwayne McClain|Bill Martin|Quinn Buckner|Bill Garnett|Terence Stansbury|Bryan Warrick|Ron Anderson|Clint Richardson|Wayman Tisdale|Clark Kellogg|Steve Stipanovich|Herb Williams|Vern Fleming
1986,1980s,Rockets,Houston Rockets,Granville Waiters|Craig Ehlo|Steve Harris|Hank McDowell|Mitchell Wiggins|Allen Leavell|Jim Petersen|Robert Reid|Lewis Lloyd|Rodney McCray|John Lucas|Hakeem Olajuwon|Ralph Sampson
1986,1980s,Nuggets,Denver Nuggets,Blair Rasmussen|Willie White|Pete Williams|Mike Evans|Elston Turner|Danny Schayes|Bill Hanzlik|Wayne Cooper|Calvin Natt|T.R. Dunn|Fat Lever|Alex English
1986,1980s,Mavs,Dallas Mavericks,Harold Keeling|Uwe Blab|Bill Wennington|Dale Ellis|Detlef Schrempf|Wallace Bryant|Kurt Nimphius|Brad Davis|Jay Vincent|Derek Harper|James Donaldson|Sam Perkins|Mark Aguirre|Rolando Blackman
1986,1980s,Jazz,Utah Jazz,Steve Hayes|Fred Roberts|Jeff Cook|Pace Mannion|Jeff Wilkins|Marc Iavaroni|Carey Scurry|John Stockton|Bob Hansen|Rickey Green|Thurl Bailey|Karl Malone|Mark Eaton|Adrian Dantley
1986,1980s,Kings,Sacramento Kings,Carl Henry|David Cooke|Michael Adams|Mike Bratz|Rich Kelley|Joe Kleine|Otis Thorpe|Terry Tyler|Larry Drew|Mark Olberding|LaSalle Thompson|Mike Woodson|Eddie Johnson|Reggie Theus
1986,1980s,Spurs,San Antonio Spurs,Mike Brittain|Ennis Whatley|Jeff Cook|Tyrone Corbin|Rod Higgins|Alfredrick Hughes|Marc Iavaroni|Jon Sundvold|Ray Williams|Jeff Wilkins|Jeff Lamp|Wes Matthews|Steve Johnson|Dave Greenwood|Johnny Moore|Artis Gilmore|Alvin Robertson|Mike Mitchell
1986,1980s,Lakers,Los Angeles Lakers,Jerome Henderson|Chuck Nevitt|Ronnie Lester|Larry Spriggs|Mitch Kupchak|PÃ©tur GuÃ°mundsson|Mike McGee|A.C. Green|Kurt Rambis|Maurice Lucas|Michael Cooper|Byron Scott|James Worthy|Kareem Abdul-Jabbar|Magic Johnson
1986,1980s,Blazers,Portland Trail Blazers,Brian Martin|Ken Johnson|Jerome Kersey|Terry Porter|Caldwell Jones|Steve Colter|Jim Paxson|Darnell Valentine|Kenny Carr|Sam Bowie|Mychal Thompson|Clyde Drexler|Kiki Vandeweghe
1986,1980s,Suns,Phoenix Suns,Devin Durrant|Rick Robey|Rod Foster|Georgi Glouchkov|Michael Holton|Charles Pittman|Charles Jones|Nick Vanos|Ed Pinckney|Mike Sanders|Sedric Toney|Bernard Thompson|James Edwards|Alvan Adams|Walter Davis|Jay Humphries|Larry Nance
1986,1980s,Los Angeles Clippers,Los Angeles Clippers,Ozell Jones|Jeff Cross|Jay Murphy|Wallace Bryant|Jim Thomas|Lancaster Gordon|Darnell Valentine|Jamaal Wilkes|Junior Bridgeman|Michael Cage|Franklin Edwards|Rory White|Benoit Benjamin|Kurt Nimphius|Derek Smith|James Donaldson|Norm Nixon|Cedric Maxwell|Marques Johnson
1986,1980s,Sonics,Seattle SuperSonics,Brian Martin|Alex Stivrins|George Johnson|David Pope|Rod Higgins|Frank Brickowski|Michael Phelps|Ricky Sobers|Danny Vranes|Tim McCormick|Al Wood|Danny Young|Tom Chambers|Gerald Henderson|Xavier McDaniel|Jack Sikma
1986,1980s,Warriors,Golden State Warriors,Ron Crevier|Guy Williams|Lester Conner|Pete Verhoeven|Peter Thibeaux|Jerome Whitehead|Geoff Huston|Greg Ballard|Chris Mullin|Terry Teagle|Larry Smith|Sleepy Floyd|Joe Barry Carroll|Purvis Short
1987,1980s,Lakers,Los Angeles Lakers,Mike Smrek|Adrian Branch|Wes Matthews|Frank Brickowski|Billy Thompson|Kurt Rambis|Mychal Thompson|Michael Cooper|A.C. Green|Kareem Abdul-Jabbar|Byron Scott|James Worthy|Magic Johnson
1987,1980s,Celtics,Boston Celtics,David Thirdkill|Andre Turner|Conner Henry|Rick Carlisle|Sam Vincent|Greg Kite|Bill Walton|Darren Daye|Scott Wedman|Fred Roberts|Jerry Sichting|Danny Ainge|Dennis Johnson|Robert Parish|Kevin McHale|Larry Bird
1987,1980s,76ers,Philadelphia 76ers,Kenny Green|Mark McNamara|Danny Vranes|World B. Free|Jim Lampley|Steve Colter|Andrew Toney|David Wingate|Jeff Ruland|Sedale Threatt|Cliff Robinson|Julius Erving|Roy Hinson|Tim McCormick|Maurice Cheeks|Charles Barkley
1987,1980s,Bullets,Washington Bullets,Jay Murphy|Anthony Jones|Mike O'Koren|Darwin Cook|Dan Roundfield|Manute Bol|Charles Jones|Michael Adams|Frank Johnson|John Williams|Ennis Whatley|Jay Vincent|Terry Catledge|Moses Malone|Jeff Malone
1987,1980s,Nets,New Jersey Nets,Chris Engler|Michael Wilson|Pace Mannion|Jeff Turner|Ben Coleman|James Bailey|Kevin McKenna|Darryl Dawkins|Otis Birdsong|Albert King|Pearl Washington|Leon Wood|Ray Williams|Tony Brown|Mike Gminski|Orlando Woolridge|Buck Williams
1987,1980s,Knicks,New York Knicks,McKinley Singleton|Bob Thornton|Bill Martin|Brad Wright|Stewart Granger|Chris McNealy|Jawann Oldham|Eddie Lee Wilkins|Pat Cummings|Louis Orr|Trent Tucker|Rory Sparrow|Kenny Walker|Gerald Henderson|Bill Cartwright|Gerald Wilkins|Patrick Ewing|Bernard King
1987,1980s,Hawks,Atlanta Hawks,Michael Wilson|Cedric Henderson|Scott Hastings|Antoine Carr|John Battle|Gus Williams|Spud Webb|Mike McGee|Jon Koncak|Cliff Levingston|Tree Rollins|Randy Wittman|Doc Rivers|Kevin Willis|Dominique Wilkins
1987,1980s,Pistons,Detroit Pistons,Cozell McQueen|John Schweitz|Jeff Taylor|Chuck Nevitt|Tony Campbell|Kurt Nimphius|Dennis Rodman|John Salley|Rick Mahorn|Sidney Green|Vinnie Johnson|Joe Dumars|Adrian Dantley|Bill Laimbeer|Isiah Thomas
1987,1980s,Bucks,Milwaukee Bucks,Cedric Henderson|Kenny Fields|Jerome Henderson|Marvin Webster|Mike Glenn|Don Collins|Chris Engler|Hank McDowell|Paul Mokeski|Keith Smith|Junior Bridgeman|Dudley Bradley|Scott Skiles|Jerry Reynolds|Randy Breuer|Sidney Moncrief|Craig Hodges|Jack Sikma|John Lucas|Ricky Pierce|Paul Pressey|Terry Cummings
1987,1980s,Pacers,Indiana Pacers,Greg Dreiling|Stuart Gray|Pete Verhoeven|Walker Russell|Ron Anderson|Michael Brooks|Clark Kellogg|Kyle Macy|Clint Richardson|Wayman Tisdale|John Long|Vern Fleming|Steve Stipanovich|Herb Williams|Chuck Person
1987,1980s,Bulls,Chicago Bulls,Perry Young|Pete Myers|Fred Cofield|Darren Daye|Ben Poquette|Granville Waiters|Mike Brown|Elston Turner|Steve Colter|Sedale Threatt|Brad Sellers|Earl Cureton|Dave Corzine|Gene Banks|John Paxson|Charles Oakley|Michael Jordan
1987,1980s,Cavs,Cleveland Cavaliers,Johnny Newman|Dirk Minniefield|Scooter McCray|Ben Poquette|Melvin Turpin|Keith Lee|Tyrone Corbin|Mark West|Mark Price|Craig Ehlo|John Bagley|Phil Hubbard|Brad Daugherty|Hot Rod Williams|Ron Harper
1987,1980s,Mavs,Dallas Mavericks,Myron Jackson|Dennis Nutt|Uwe Blab|Bill Wennington|Al Wood|Roy Tarpley|Brad Davis|Detlef Schrempf|Derek Harper|Mark Aguirre|Sam Perkins|Rolando Blackman|James Donaldson
1987,1980s,Jazz,Utah Jazz,Dell Curry|Marc Iavaroni|Carey Scurry|Kent Benson|Bob Hansen|John Stockton|Kelly Tripucka|Darrell Griffith|Rickey Green|Thurl Bailey|Mark Eaton|Karl Malone
1987,1980s,Rockets,Houston Rockets,Conner Henry|Richard Anderson|Dave Feitl|Buck Johnson|Steve Harris|Cedric Maxwell|Lewis Lloyd|Allen Leavell|Dirk Minniefield|Mitchell Wiggins|Jim Petersen|Ralph Sampson|Robert Reid|Hakeem Olajuwon|Rodney McCray
1987,1980s,Nuggets,Denver Nuggets,Pete Williams|Otis Smith|Maurice Martin|Mark Alarie|Blair Rasmussen|Mike Evans|Calvin Natt|Danny Schayes|Wayne Cooper|T.R. Dunn|Darrell Walker|Bill Hanzlik|Fat Lever|Alex English
1987,1980s,Kings,Sacramento Kings,Jerry Eaves|Johnny Rogers|Bruce Douglas|Mark Olberding|Harold Pressley|Othell Wilson|Franklin Edwards|Brook Steppe|Joe Kleine|Terry Tyler|LaSalle Thompson|Eddie Johnson|Derek Smith|Otis Thorpe|Reggie Theus
1987,1980s,Spurs,San Antonio Spurs,Mike Brittain|Forrest McKenzie|Kevin Duckworth|Frank Brickowski|Larry Krystkowiak|Anthony Jones|Ed Nealy|Johnny Dawkins|Johnny Moore|Mike Mitchell|Jon Sundvold|Tyrone Corbin|Mychal Thompson|Walter Berry|Artis Gilmore|Dave Greenwood|Alvin Robertson
1987,1980s,Blazers,Portland Trail Blazers,Ron Rowan|Chris Engler|Walter Berry|Joe Binion|Fernando MartÃ­n|Michael Holton|Perry Young|Kevin Duckworth|Caldwell Jones|Jim Paxson|Jerome Kersey|Kenny Carr|Steve Johnson|Sam Bowie|Terry Porter|Clyde Drexler|Kiki Vandeweghe
1987,1980s,Warriors,Golden State Warriors,Clinton Smith|Kevin Henderson|Perry Moss|Chris Washburn|Jerome Whitehead|Greg Ballard|Terry Teagle|Ben McDonald|Rod Higgins|Purvis Short|Chris Mullin|Larry Smith|Joe Barry Carroll|Sleepy Floyd
1987,1980s,Sonics,Seattle SuperSonics,Curtis Kitchen|Michael Phelps|Terence Stansbury|Russ Schoene|Kevin Williams|Clemon Johnson|Maurice Lucas|Danny Young|Eddie Johnson|Gerald Henderson|Nate McMillan|Alton Lister|Tom Chambers|Xavier McDaniel|Dale Ellis
1987,1980s,Suns,Phoenix Suns,Nick Vanos|Rafael Addison|Grant Gondrezick|Bernard Thompson|Kenny Gattison|Jeff Hornacek|William Bedford|Mike Sanders|James Edwards|Alvan Adams|Ed Pinckney|Jay Humphries|Walter Davis|Larry Nance
1987,1980s,Los Angeles Clippers,Los Angeles Clippers,Dwayne Polee|Steffond Johnson|Tim Kempton|Lancaster Gordon|Quintin Dailey|Kenny Fields|Kurt Nimphius|Geoff Huston|Rory White|Earl Cureton|Larry Drew|Darnell Valentine|Mike Woodson|Marques Johnson|Benoit Benjamin|Cedric Maxwell|Michael Cage
1988,1980s,Lakers,Los Angeles Lakers,Jeff Lamp|Billy Thompson|Ray Tolbert|Mike Smrek|Milt Wagner|Kurt Rambis|Wes Matthews|Tony Campbell|Mychal Thompson|Kareem Abdul-Jabbar|Michael Cooper|A.C. Green|James Worthy|Magic Johnson|Byron Scott
1988,1980s,Celtics,Boston Celtics,Greg Kite|Conner Henry|Reggie Lewis|Brad Lohaus|Artis Gilmore|Darren Daye|Fred Roberts|Dirk Minniefield|Mark Acres|Jerry Sichting|Jim Paxson|Robert Parish|Dennis Johnson|Danny Ainge|Kevin McHale|Larry Bird
1988,1980s,Bullets,Washington Bullets,Jay Murphy|Mark Alarie|Manute Bol|Frank Johnson|Darrell Walker|Charles Jones|Muggsy Bogues|Terry Catledge|Steve Colter|Bernard King|John Williams|Jeff Malone|Moses Malone
1988,1980s,Knicks,New York Knicks,Carey Scurry|Louis Orr|Sedric Toney|Rick Carlisle|Billy Donovan|Tony White|Gerald Henderson|Bob Thornton|Chris McNealy|Pat Cummings|Ray Tolbert|Rory Sparrow|Trent Tucker|Bill Cartwright|Johnny Newman|Sidney Green|Kenny Walker|Patrick Ewing|Gerald Wilkins|Mark Jackson
1988,1980s,76ers,Philadelphia 76ers,Bob Thornton|Steve Colter|Chris Welp|Danny Vranes|Mark McNamara|Dave Henderson|Vincent Askew|Andrew Toney|Ben Coleman|Gerald Henderson|Albert King|David Wingate|Tim McCormick|Roy Hinson|Cliff Robinson|Maurice Cheeks|Mike Gminski|Charles Barkley
1988,1980s,Nets,New Jersey Nets,Chris Engler|Ricky Wilson|Johnny Moore|Jamie Waller|Duane Washington|Kevin McKenna|Mike O'Koren|Dallas Comegys|Adrian Branch|Pearl Washington|Dennis Hopson|Dudley Bradley|Ben Coleman|Otis Birdsong|Tim McCormick|Orlando Woolridge|John Bagley|Mike Gminski|Roy Hinson|Buck Williams
1988,1980s,Pistons,Detroit Pistons,Walker Russell|Ron Moore|Darryl Dawkins|Chuck Nevitt|Ralph Lewis|William Bedford|James Edwards|Vinnie Johnson|John Salley|Dennis Rodman|Rick Mahorn|Adrian Dantley|Joe Dumars|Bill Laimbeer|Isiah Thomas
1988,1980s,Bulls,Chicago Bulls,Tony White|Granville Waiters|Elston Turner|Mike Brown|Artis Gilmore|Sedale Threatt|Rory Sparrow|Scottie Pippen|Horace Grant|John Paxson|Brad Sellers|Dave Corzine|Sam Vincent|Charles Oakley|Michael Jordan
1988,1980s,Hawks,Atlanta Hawks,Ennis Whatley|Leon Wood|Chris Washburn|Scott Hastings|Mike McGee|Spud Webb|John Battle|Antoine Carr|Jon Koncak|Tree Rollins|Cliff Levingston|Kevin Willis|Randy Wittman|Doc Rivers|Dominique Wilkins
1988,1980s,Bucks,Milwaukee Bucks,Dudley Bradley|Andre Moore|Rickie Winslow|John Stroeder|Charles Davis|Conner Henry|Dave Hoppen|Pace Mannion|Jay Humphries|Paul Mokeski|Jerry Reynolds|Larry Krystkowiak|John Lucas|Craig Hodges|Sidney Moncrief|Ricky Pierce|Randy Breuer|Paul Pressey|Terry Cummings|Jack Sikma
1988,1980s,Cavs,Cleveland Cavaliers,Kannard Johnson|Kevin Henderson|Kent Benson|Johnny Rogers|Chris Dudley|Mike Sanders|Dell Curry|Kevin Johnson|Phil Hubbard|Tyrone Corbin|Craig Ehlo|Mark West|Hot Rod Williams|Ron Harper|Mark Price|Larry Nance|Brad Daugherty
1988,1980s,Pacers,Indiana Pacers,Greg Dreiling|Brian Rowsom|Clinton Wheeler|Stuart Gray|Ron Anderson|Scott Skiles|Reggie Miller|John Long|Herb Williams|Wayman Tisdale|Steve Stipanovich|Vern Fleming|Chuck Person
1988,1980s,Nuggets,Denver Nuggets,Brad Wright|Andre Moore|Maurice Martin|Michael Brooks|Mike Evans|Otis Smith|Bill Hanzlik|T.R. Dunn|Wayne Cooper|Calvin Natt|Blair Rasmussen|Jay Vincent|Danny Schayes|Michael Adams|Alex English|Fat Lever
1988,1980s,Mavs,Dallas Mavericks,Bill Wennington|Jim Farmer|Steve Alford|Uwe Blab|Detlef Schrempf|Brad Davis|Roy Tarpley|James Donaldson|Sam Perkins|Mark Aguirre|Rolando Blackman|Derek Harper
1988,1980s,Jazz,Utah Jazz,Eddie Hughes|Bart Kofoed|Darryl Dawkins|Scott Roth|Melvin Turpin|Rickey Green|Marc Iavaroni|Carey Scurry|Kelly Tripucka|Darrell Griffith|Bob Hansen|Mark Eaton|Thurl Bailey|John Stockton|Karl Malone
1988,1980s,Rockets,Houston Rockets,Richard Anderson|Lester Conner|Andre Turner|World B. Free|Cedric Maxwell|Buck Johnson|Steve Harris|Robert Reid|Purvis Short|Joe Barry Carroll|Jim Petersen|Allen Leavell|Sleepy Floyd|Rodney McCray|Hakeem Olajuwon|Ralph Sampson
1988,1980s,Spurs,San Antonio Spurs,Phil Zevenbergen|Richard Rellford|Nate Blackwell|Charles Davis|Ed Nealy|Kurt Nimphius|Johnny Moore|PÃ©tur GuÃ°mundsson|Pete Myers|Jon Sundvold|Ricky Wilson|Leon Wood|Mike Mitchell|Greg Anderson|Walter Berry|Dave Greenwood|Frank Brickowski|Johnny Dawkins|Alvin Robertson
1988,1980s,Kings,Sacramento Kings,Martin Nessley|Joe Arlauckas|Michael Jackson|Conner Henry|Ed Pinckney|Terry Tyler|Jawann Oldham|LaSalle Thompson|Mike McGee|Joe Kleine|Harold Pressley|Derek Smith|Franklin Edwards|Kenny Smith|Reggie Theus|Otis Thorpe
1988,1980s,Blazers,Portland Trail Blazers,Kevin Gamble|Nikita Wilson|Ronnie Murphy|Charles Jones|Jerry Sichting|Jim Paxson|Michael Holton|Maurice Lucas|Richard Anderson|Caldwell Jones|Steve Johnson|Kiki Vandeweghe|Kevin Duckworth|Terry Porter|Jerome Kersey|Clyde Drexler
1988,1980s,Sonics,Seattle SuperSonics,Clemon Johnson|Russ Schoene|Danny Young|Sam Vincent|Olden Polynice|Sedale Threatt|Kevin Williams|Derrick McKey|Alton Lister|Nate McMillan|Tom Chambers|Xavier McDaniel|Dale Ellis
1988,1980s,Suns,Phoenix Suns,Ron Moore|Winston Crite|Bill Martin|Jeff Cook|Mike Sanders|James Bailey|Bernard Thompson|Tyrone Corbin|Craig Hodges|Alvan Adams|Jeff Hornacek|Walter Davis|Eddie Johnson|Jay Humphries|Kevin Johnson|Mark West|James Edwards|Armen Gilliam|Larry Nance
1988,1980s,Warriors,Golden State Warriors,Kermit Washington|Chris Washburn|Mark Wade|Tony White|Kevin Henderson|Dave Feitl|Dave Hoppen|Jerome Whitehead|Dirk Minniefield|Steve Harris|Terry Teagle|Tellis Frank|Otis Smith|Larry Smith|Ben McDonald|Joe Barry Carroll|Winston Garland|Rod Higgins|Ralph Sampson|Chris Mullin|Sleepy Floyd
1988,1980s,Los Angeles Clippers,Los Angeles Clippers,Lancaster Gordon|Martin Nessley|Michael Phelps|Claude Gregory|Norris Coleman|Earl Cureton|Steve Burtt|Tod Murphy|Quintin Dailey|Darnell Valentine|Eric White|Ken Norman|Kenny Fields|Greg Kite|Reggie Williams|Joe Wolf|Larry Drew|Mike Woodson|Benoit Benjamin|Michael Cage
1989,1980s,Pistons,Detroit Pistons,Jim Rowinski|Steve Harris|Fennis Dembo|Pace Mannion|Darryl Dawkins|John Long|Micheal Williams|James Edwards|John Salley|Rick Mahorn|Vinnie Johnson|Dennis Rodman|Mark Aguirre|Adrian Dantley|Bill Laimbeer|Joe Dumars|Isiah Thomas
1989,1980s,Knicks,New York Knicks,Greg Butler|Pete Myers|Eddie Lee Wilkins|Kenny Walker|Sidney Green|Rod Strickland|Kiki Vandeweghe|Trent Tucker|Johnny Newman|Gerald Wilkins|Charles Oakley|Mark Jackson|Patrick Ewing
1989,1980s,76ers,Philadelphia 76ers,Jim Rowinski|Bob Thornton|Pete Myers|David Wingate|Chris Welp|Ben Coleman|Shelton Jones|Gerald Henderson|Scott Brooks|Derek Smith|Cliff Robinson|Ron Anderson|Maurice Cheeks|Hersey Hawkins|Mike Gminski|Charles Barkley
1989,1980s,Celtics,Boston Celtics,RamÃ³n Rivas|Ron Grandison|Otis Birdsong|Kevin Gamble|Mark Acres|Brad Lohaus|Joe Kleine|Jim Paxson|Kelvin Upshaw|Ed Pinckney|Brian Shaw|Danny Ainge|Larry Bird|Dennis Johnson|Reggie Lewis|Robert Parish|Kevin McHale
1989,1980s,Bullets,Washington Bullets,Dominic Pressley|Charles Jones|Dave Feitl|Mark Alarie|Harvey Grant|Steve Colter|Ledell Eackles|Terry Catledge|John Williams|Bernard King|Jeff Malone|Darrell Walker
1989,1980s,Nets,New Jersey Nets,Ron Cavenall|Charles Shackleford|Bill Jones|Corey Gaines|Kevin Williams|Keith Lee|Walter Berry|John Bagley|Dennis Hopson|Mike McGee|Chris Morris|Lester Conner|Roy Hinson|Joe Barry Carroll|Buck Williams
1989,1980s,Charlotte Hornets,Charlotte Hornets,Ralph Lewis|Tom Tolbert|Rickey Green|Brian Rowsom|Dell Curry|Tim Kempton|Greg Kite|Sidney Lowe|Dave Hoppen|Muggsy Bogues|Earl Cureton|Michael Holton|Robert Reid|Rex Chapman|Kurt Rambis|Kelly Tripucka
1989,1980s,Cavs,Cleveland Cavaliers,Phil Hubbard|Randolph Keys|Chris Dudley|Tree Rollins|Darnell Valentine|Craig Ehlo|Mike Sanders|Hot Rod Williams|Larry Nance|Ron Harper|Brad Daugherty|Mark Price
1989,1980s,Hawks,Atlanta Hawks,Pace Mannion|Duane Ferrell|Ray Tolbert|Dudley Bradley|Spud Webb|Antoine Carr|John Battle|Jon Koncak|Cliff Levingston|Reggie Theus|Doc Rivers|Moses Malone|Dominique Wilkins
1989,1980s,Bucks,Milwaukee Bucks,Mike Dunleavy|Andre Turner|Tito Horford|Mark Davis|Paul Mokeski|Tony Brown|Randy Breuer|Rickey Green|Fred Roberts|Jeff Grayer|Sidney Moncrief|Ricky Pierce|Jay Humphries|Larry Krystkowiak|Jack Sikma|Paul Pressey|Terry Cummings
1989,1980s,Bulls,Chicago Bulls,David Wood|Jack Haley|Dominic Pressley|Will Perdue|Ed Nealy|Anthony Jones|Charles Davis|Dave Corzine|Brad Sellers|John Paxson|Craig Hodges|Sam Vincent|Bill Cartwright|Scottie Pippen|Horace Grant|Michael Jordan
1989,1980s,Pacers,Indiana Pacers,Sedric Toney|Richard Morton|Everette Stephens|Anthony Frederick|Greg Dreiling|Stuart Gray|John Long|Scott Skiles|Randy Wittman|Rik Smits|Wayman Tisdale|Detlef Schrempf|LaSalle Thompson|Vern Fleming|Herb Williams|Reggie Miller|Chuck Person
1989,1980s,Jazz,Utah Jazz,Eric White|Scott Roth|JosÃ© Ortiz|Bart Kofoed|Jim Les|Marc Iavaroni|Eric Leckner|Jim Farmer|Mike Brown|Bob Hansen|Darrell Griffith|Thurl Bailey|Mark Eaton|John Stockton|Karl Malone
1989,1980s,Rockets,Houston Rockets,Chuck Nevitt|Tony Brown|Bernard Thompson|Allen Leavell|Frank Johnson|Tim McCormick|Purvis Short|Derrick Chievous|Walter Berry|Buck Johnson|Mike Woodson|Sleepy Floyd|Hakeem Olajuwon|Otis Thorpe
1989,1980s,Nuggets,Denver Nuggets,Wayne Engelstad|Eddie Hughes|Jerome Lane|Calvin Natt|Darwin Cook|Dave Greenwood|Blair Rasmussen|Bill Hanzlik|Jay Vincent|Elston Turner|Walter Davis|Wayne Cooper|Danny Schayes|Michael Adams|Alex English|Fat Lever
1989,1980s,Mavs,Dallas Mavericks,Steve Alford|Anthony Jones|Uwe Blab|Morlon Wiley|Terry Tyler|Bill Wennington|Brad Davis|Detlef Schrempf|Herb Williams|Roy Tarpley|James Donaldson|Mark Aguirre|Adrian Dantley|Derek Harper|Sam Perkins|Rolando Blackman
1989,1980s,Spurs,San Antonio Spurs,John Stroeder|Keith Smart|Scott Roth|Jerome Whitehead|Shelton Jones|PÃ©tur GuÃ°mundsson|Mike Smrek|Todd Mitchell|Dallas Comegys|Albert King|Calvin Natt|Michael Anderson|Darwin Cook|Jay Vincent|Dave Greenwood|Anthony Bowie|Vernon Maxwell|Frank Brickowski|Greg Anderson|Willie Anderson|Johnny Dawkins|Alvin Robertson
1989,1980s,Heat,Miami Heat,Dave Popson|Craig Neal|John Shasky|Todd Mitchell|Kelvin Upshaw|Scott Hastings|Anthony Taylor|Clinton Wheeler|Pearl Washington|Jon Sundvold|Pat Cummings|Sylvester Gray|Rony Seikaly|Billy Thompson|Grant Long|Kevin Edwards|Rory Sparrow
1989,1980s,Lakers,Los Angeles Lakers,Jeff Lamp|Mark McNamara|David Rivers|Tony Campbell|Orlando Woolridge|Kareem Abdul-Jabbar|Michael Cooper|Mychal Thompson|A.C. Green|Byron Scott|James Worthy|Magic Johnson
1989,1980s,Suns,Phoenix Suns,Winston Crite|Mark Davis|Kenny Gattison|Ed Nealy|Steve Kerr|Andrew Lang|Craig Hodges|T.R. Dunn|Tim Perry|Tyrone Corbin|Mark West|Dan Majerle|Armen Gilliam|Eddie Johnson|Jeff Hornacek|Tom Chambers|Kevin Johnson
1989,1980s,Sonics,Seattle SuperSonics,Mike Champion|Avery Johnson|Greg Ballard|Olden Polynice|Russ Schoene|John Lucas|Jerry Reynolds|Sedale Threatt|Alton Lister|Xavier McDaniel|Nate McMillan|Michael Cage|Derrick McKey|Dale Ellis
1989,1980s,Warriors,Golden State Warriors,Orlando Graham|John Stroeder|Shelton Jones|Tellis Frank|Jerome Whitehead|John Starks|Ben McDonald|Steve Alford|Ralph Sampson|Otis Smith|Manute Bol|Rod Higgins|Larry Smith|Terry Teagle|Winston Garland|Mitch Richmond|Chris Mullin
1989,1980s,Blazers,Portland Trail Blazers,Rolando Ferreira|Craig Neal|Brook Steppe|Clinton Wheeler|Adrian Branch|Mark Bryant|Richard Anderson|Jerry Sichting|Caldwell Jones|Danny Young|Steve Johnson|Sam Bowie|Kiki Vandeweghe|Kevin Duckworth|Jerome Kersey|Terry Porter|Clyde Drexler
1989,1980s,Kings,Sacramento Kings,Ben Gillery|Michael Jackson|Randy Allen|Randy Wittman|Brad Lohaus|Joe Kleine|Vinny Del Negro|Derek Smith|Ricky Berry|Jim Petersen|Ed Pinckney|Harold Pressley|LaSalle Thompson|Wayman Tisdale|Rodney McCray|Danny Ainge|Kenny Smith
1989,1980s,Los Angeles Clippers,Los Angeles Clippers,Barry Sumpter|Rob Rose|Rob Lock|Dave Popson|Grant Gondrezick|Ennis Whatley|Eric White|Greg Kite|Kevin Williams|Ken Bannister|Reggie Williams|Tom Garrick|Joe Wolf|Norm Nixon|Quintin Dailey|Gary Grant|Charles Smith|Benoit Benjamin|Danny Manning|Ken Norman
1990,1990s,Pistons,Detroit Pistons,Ralph Lewis|Scott Hastings|Stan Kimbrough|Dave Greenwood|William Bedford|Gerald Henderson|John Salley|Vinnie Johnson|Mark Aguirre|James Edwards|Dennis Rodman|Bill Laimbeer|Joe Dumars|Isiah Thomas
1990,1990s,76ers,Philadelphia 76ers,Lanard Copeland|Lewis Lloyd|Dexter Shouse|Kenny Payne|Kurt Nimphius|Corey Gaines|Bob Thornton|Scott Brooks|Jay Vincent|Derek Smith|Ron Anderson|Rick Mahorn|Mike Gminski|Hersey Hawkins|Johnny Dawkins|Charles Barkley
1990,1990s,Celtics,Boston Celtics,Charles Smith|Kelvin Upshaw|Michael Smith|Kevin Gamble|Ed Pinckney|Joe Kleine|Jim Paxson|John Bagley|Dennis Johnson|Robert Parish|Reggie Lewis|Kevin McHale|Larry Bird
1990,1990s,Knicks,New York Knicks,Greg Butler|Stuart Gray|Brian Quinnett|Pete Myers|Eddie Lee Wilkins|Rod Strickland|Trent Tucker|Kenny Walker|Maurice Cheeks|Kiki Vandeweghe|Johnny Newman|Mark Jackson|Gerald Wilkins|Charles Oakley|Patrick Ewing
